title ||| Heterogeneous Transfer Learning for Image Clustering via the Social Web
reference ||| Networks, IEEE Wireless Communications and
reference ||| Networking (WCNC 2003), IEEE Volume 3, 1923 -
reference ||| 1929, March 2003
reference ||| [37] A. Woo, T. Tong, and D. Culler, Taming the
reference ||| Underlying Challenges of Reliable Multhop Routing in
reference ||| Sensor Networks, ACM SenSys03, Nov, 2003
reference ||| [38] A. Wood and J. Stankovic, Denial of Service in Sensor
reference ||| Networks, IEEE Computer, Vol.35, 54-62, Oct. 2002
reference ||| [39] H.Yang, F. Ye, Y. Yuan, S. Lu and W. Arbough,
reference ||| Toward Resilient Security in Wireless Sensor
reference ||| Networks, ACM MobiHoc’05, 34-45, May 2005
reference ||| [40] Y. Yang, X. Wang, S. Zhu, and G. Cao SDAP: A
reference ||| Secure Hop-by-Hop Data Aggregation Protocol for
reference ||| Sensor Networks, ACM MobiHoc’06 May 2006
reference ||| [41] F. Ye, H. Luo, S. Lu and L. Zhang, Statictial En-route
reference ||| Filtering of Injected False Data in Sensor Networks,
reference ||| IEEE INFOCOM, 2004
reference ||| [42] F. Ye, G. Zhong, S. Lu and L. Zhang, GRAdient
reference ||| Broadcast: A Robust Data Delivery Protocol for Large
reference ||| Scale Sensor Networks, ACM Wireless Networks
reference ||| (WINET), March 2005
reference ||| [43] Y. Yu, R. Govindan, and D. Estrin, Geographical and
reference ||| Energy Aware Routing: a recursive data dissemination
reference ||| protocol for wireless sensor networks, UCLA
reference ||| Computer Science Department Technical Report
reference ||| UCLA/CSD-TR-01-0023, May 2001.
reference ||| [44] W. Zhang and G. Cao, Group Rekeying for Filtering
reference ||| False Data in Sensor Networks: A Predistribution and
reference ||| Local Collaboration-Based Approach, IEEE
reference ||| INFOCOM’05. Vol. 1, 503-514, March 2005
reference ||| [45] G. Zhou, T. He, S. Krishnamurthy, and J. A.
reference ||| Stankovic, Impact of radio irregularity on wireless
reference ||| sensor networks, the 2nd International Conference on
reference ||| Mobile Systems, Applications, and Services
reference ||| (MobiSys04), June, 2004
reference ||| [46] S. Zhu, S. Setia, and S. Jajodia, LEAP: Efficient
reference ||| Security Mechanisms for Large-Scale Distributed
reference ||| Sensor Networks, The 10th ACM Conference on
reference ||| Computer and Communications Security (CCS ’03),
reference ||| 62-72, 2003
reference ||| [47] S.Zhu, S. Setia, S. Jajodia, and P. Ning, An
reference ||| Interleaved Hop-by-Hop Authentication Scheme for
reference ||| Filtering False Data in Sensor Networks, IEEE
reference ||| Symposium on Security and Privacy, 2004
page ||| 69

title ||| A Similarity Measure for Motion Stream
title ||| Segmentation and Recognition*
author ||| Chuanjun Li	B. Prabhakaran
affiliation ||| Department of Computer Science
affiliation ||| The University of Texas at Dallas, Richardson, TX 75083
email ||| {chuanjun, praba}@utdallas.edu
sectionHeader ||| ABSTRACT
bodyText ||| Recognition of motion streams such as data streams gener-
bodyText ||| ated by different sign languages or various captured human
bodyText ||| body motions requires a high performance similarity mea-
bodyText ||| sure. The motion streams have multiple attributes, and mo-
bodyText ||| tion patterns in the streams can have different lengths from
bodyText ||| those of isolated motion patterns and different attributes
bodyText ||| can have different temporal shifts and variations. To ad-
bodyText ||| dress these issues, this paper proposes a similarity measure
bodyText ||| based on singular value decomposition (SVD) of motion ma-
bodyText ||| trices. Eigenvector differences weighed by the corresponding
bodyText ||| eigenvalues are considered for the proposed similarity mea-
bodyText ||| sure. Experiments with general hand gestures and human
bodyText ||| motion streams show that the proposed similarity measure
bodyText ||| gives good performance for recognizing motion patterns in
bodyText ||| the motion streams in real time.
sectionHeader ||| Categories and Subject Descriptors: H.2.8 [Database
sectionHeader ||| Management]: Database Applications – Data Mining
sectionHeader ||| General Terms: Algorithm
sectionHeader ||| Keywords: Pattern recognition, gesture, data streams, seg-
sectionHeader ||| mentation, singular value decomposition.
sectionHeader ||| 1. INTRODUCTION
bodyText ||| Motion streams can be generated by continuously per-
bodyText ||| formed sign language words [14] or captured human body
bodyText ||| motions such as various dances. Captured human motions
bodyText ||| can be applied to the movie and computer game industries
bodyText ||| by reconstructing various motions from video sequences [10]
bodyText ||| or images [15] or from motions captured by motion capture
bodyText ||| systems [4]. Recognizing motion patterns in the streams
bodyText ||| with unsupervised methods requires no training process, and
bodyText ||| is very convenient when new motions are expected to be
bodyText ||| added to the known pattern pools. A similarity measure
bodyText ||| with good performance is thus necessary for segmenting and
bodyText ||| recognizing the motion streams. Such a similarity measure
bodyText ||| needs to address some new challenges posed by real world
footnote ||| *Work supported partially by the National Science Founda-
footnote ||| tion under Grant No. 0237954 for the project CAREER:
footnote ||| Animation Databases.
copyright ||| Permission to make digital or hard copies of all or part of this work for
copyright ||| personal or classroom use is granted without fee provided that copies are
copyright ||| not made or distributed for profit or commercial advantage and that copies
copyright ||| bear this notice and the full citation on the first page. To copy otherwise, to
copyright ||| republish, to post on servers or to redistribute to lists, requires prior specific
copyright ||| permission and/or a fee.
copyright ||| Copyright 200X ACM X-XXXXX-XX-X/XX/XX ...$5.00.
bodyText ||| motion streams: first, the motion patterns have dozens of at-
bodyText ||| tributes, and similar patterns can have different lengths due
bodyText ||| to different motion durations; second, different attributes of
bodyText ||| similar motions have different variations and different tem-
bodyText ||| poral shifts due to motion variations; and finally, motion
bodyText ||| streams are continuous, and there are no obvious ”pauses”
bodyText ||| between neighboring motions in a stream. A good similarity
bodyText ||| measure not only needs to capture the similarity of complete
bodyText ||| motion patterns, but also needs to capture the differences
bodyText ||| between complete motion patterns and incomplete motion
bodyText ||| patterns or sub-patterns in order to segment a stream for
bodyText ||| motion recognition.
bodyText ||| As the main contribution of this paper, we propose a sim-
bodyText ||| ilarity measure to address the above issues. The proposed
bodyText ||| similarity measure is defined based on singular value decom-
bodyText ||| position of the motion matrices. The first few eigenvectors
bodyText ||| are compared for capturing the similarity of two matrices,
bodyText ||| and the inner products of the eigenvectors are given differ-
bodyText ||| ent weights for their different contributions. We propose to
bodyText ||| use only the eigenvalues corresponding to the involved eigen-
bodyText ||| vectors of the two motion matrices as weights. This simple
bodyText ||| and intuitive weighing strategy gives the same importance to
bodyText ||| eigenvalues of the two matrices. We also show that the 95%
bodyText ||| variance rule for choosing the number of eigenvectors [13] is
bodyText ||| not sufficient for recognizing both isolated patterns and mo-
bodyText ||| tion streams. Our experiments demonstrate that at least the
bodyText ||| first 6 eigenvectors need to be considered for motion streams
bodyText ||| of either 22 attribute or 54 attributes, and the first 6 eigen-
bodyText ||| values accounts for more than 99.5% of the total variance in
bodyText ||| the motion matrices.
sectionHeader ||| 2. RELATED WORK
bodyText ||| Multi-attribute pattern similarity search, especially in con-
bodyText ||| tinuous motion streams, has been widely studied for sign
bodyText ||| language recognition and for motion synthesis in computer
bodyText ||| animation. The recognition methods usually include tem-
bodyText ||| plate matching by distance measures and hidden Markov
bodyText ||| models (HMM).
bodyText ||| Template matching by using similarity/distance measures
bodyText ||| has been employed for multi-attribute pattern recognition.
bodyText ||| Joint angles are extracted in [11] as features to represent dif-
bodyText ||| ferent human body static poses for the Mahalanobis distance
bodyText ||| measure of two joint angle features. Similarly, momentum,
bodyText ||| kinetic energy and force are constructed in [2,5] as activ-
bodyText ||| ity measure and prediction of gesture boundaries for various
bodyText ||| segments of the human body, and the Mahalanobis distance
bodyText ||| function of two composite features are solved by dynamic
bodyText ||| programming.
page ||| 89
bodyText ||| Similarity measures are defined for multi-attribute data
bodyText ||| in [6,12,16] based on principal component analysis (PCA).
bodyText ||| Inner products or angular differences of principal compo-
bodyText ||| nents (PCs) are considered for similarity measure defini-
bodyText ||| tions, with different weighted strategies for different PCs.
bodyText ||| Equal weights are considered for different combinations of
bodyText ||| PCs in [6], giving different PCs equal contributions to the
bodyText ||| similarity measure. The similarity measure in [12] takes the
bodyText ||| minimum of two weighted sums of PC inner products, and
bodyText ||| the two sums are respectively weighted by different weights.
bodyText ||| A global weight vector is obtained by taking into account all
bodyText ||| available isolated motion patterns in [16], and this weight
bodyText ||| vector is used for specifying different contributions from dif-
bodyText ||| ferent PC inner products to the similarity measure Eros.
bodyText ||| The dominating first PC and a normalized eigenvalue vector
bodyText ||| are considered in [7,8] for pattern recognition. In contrast,
bodyText ||| this paper propose to consider the first few PCs, and the
bodyText ||| angular differences or inner products of different PCs are
bodyText ||| weighted by different weights which depends on the data
bodyText ||| variances along the corresponding PCs.
bodyText ||| The HMM technique has been widely used for sign lan-
bodyText ||| guage recognition, and different recognition rates have been
bodyText ||| reported for different sign languages and different feature se-
bodyText ||| lection approaches. Starner et al. [14] achieved 92% and 98%
bodyText ||| word accuracy respectively for two systems, the first of the
bodyText ||| systems used a camera mounted on a desk and the second
bodyText ||| one used a camera in a user’s cap for extracting features
bodyText ||| as the input of HMM. Similarly Liang and Ouhyoung [9]
bodyText ||| used HMM for postures, orientations and motion primitives
bodyText ||| as features extracted from continuous Taiwan sign language
bodyText ||| streams and an average 80.4% recognition rate was achieved.
bodyText ||| In contrast, the approach proposed in this paper is an un-
bodyText ||| supervised approach, and no training as required for HMM
bodyText ||| recognizers is needed.
sectionHeader ||| 3. SIMILARITY MEASURE FOR MOTION
sectionHeader ||| STREAM RECOGNITION
bodyText ||| The joint positional coordinates or joint angular values of
bodyText ||| a subject in motion can be represented by a matrix: the
bodyText ||| columns or attributes of the matrix are for different joints,
bodyText ||| and the rows or frames of the matrix are for different time
